,estimator,mean_fit_time,mean_score_time,mean_test_score,param_model__estimator__C,param_model__estimator__activation,param_model__estimator__alpha,param_model__estimator__gamma,param_model__estimator__hidden_layer_sizes,param_model__estimator__kernel,param_model__estimator__learning_rate,param_model__estimator__n_estimators,param_model__estimator__n_neighbors,param_model__estimator__solver,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,std_fit_time,std_score_time,std_test_score
2,MLPRegressor,13.946698516607285,0.013471841812133789,-27712.587386489835,,tanh,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",7,-29617.230954488754,-29063.854012750915,-28293.074159020733,-27987.404239130225,-28184.37930370789,-26844.90226704639,-25988.83153375461,-25721.022622019158,5.625192686579061,0.0011595519520149035,1312.4027269916583
3,MLPRegressor,39.65806585550308,0.02783346176147461,-27679.83722770835,,tanh,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",4,-29598.952476306877,-29046.25584820991,-28265.05146464927,-27959.568382719324,-28146.8882311694,-26807.571018759947,-25941.337541391724,-25673.072858460364,18.22550131682227,0.0028096231698711916,1322.8424782533798
4,MLPRegressor,15.0030218064785,0.016771525144577026,-27690.79411276407,,relu,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",5,-29612.91274533073,-29054.316636633488,-28278.791931080264,-27972.2470597529,-28142.252625420075,-26829.3301722348,-25951.73939925952,-25684.762332400813,6.736318966630131,0.0027381907203903612,1321.6041680635703
5,MLPRegressor,35.85403174161911,0.02555137872695923,-26820.62238651318,,relu,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",2,-29451.748925626103,-28891.917816907615,-27647.82135532932,-27366.273545160075,-26940.390044283104,-25905.602129821764,-24249.9945034272,-24111.230771550287,15.16065366515522,0.008778546661271702,1836.968356568577
6,MLPRegressor,15.322983086109161,0.020572692155838013,-27691.02393777939,,relu,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",6,-29613.60975626826,-29059.8942233799,-28280.04506238531,-27975.64376613747,-28151.2090536508,-26820.11361563377,-25935.339675110765,-25692.336349668883,6.219415686835275,0.004998070819773925,1325.025040108666
7,MLPRegressor,28.22188889980316,0.020257025957107544,-26816.034362198174,,relu,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",1,-29444.009890958627,-28898.013586888515,-27637.983487821304,-27382.037760179785,-26985.373350773898,-25873.84210459147,-24192.459201309073,-24114.555515062722,7.850024541010907,0.015447975760797959,1848.4584663019127
0,KNeighborsRegressor,0.03666183352470398,0.21884411573410034,-1258.1625661727956,,,,,,,,,5,,{'model__estimator__n_neighbors': 5},1,-1142.3770583438547,-821.2556127683087,-1042.3571430450331,-1615.4388191813978,-841.6686921296292,-1388.1321647464229,-1605.258003866793,-1608.8130353009255,0.015400588654610277,0.10442712854030423,318.64998615413737
1,KNeighborsRegressor,0.03942057490348816,0.2520345449447632,-1390.2182210615267,,,,,,,,,20,,{'model__estimator__n_neighbors': 20},2,-1437.2631548229692,-1006.2580375697077,-1117.5222705242525,-1569.3792248329653,-937.2797448771568,-1670.7725375499795,-1890.5099280566076,-1492.760870258575,0.012678464478846775,0.1244455563929853,316.3801451008797
2,KNeighborsRegressor,0.03562664985656738,0.33250612020492554,-1706.931760068129,,,,,,,,,50,,{'model__estimator__n_neighbors': 50},3,-2354.954799505471,-1391.6754394728534,-1245.3217601536198,-1658.356434448653,-1145.0369413536405,-1903.2128425531362,-2185.9569423400676,-1770.9389207175925,0.01311654804729905,0.13345713222356295,406.5983666503313
0,LinearRegression,1.1494057774543762,0.009770303964614868,-2182.1444270357797,,,,,,,,,,,{},1,-4925.256562438061,-1480.0003499818413,-1629.5752231040487,-1661.224081857923,-1570.1739807054698,-2092.469546847198,-1565.0330928966641,-2533.422578455032,0.15396608810227286,0.007742713093845063,1088.6421228526617
0,Lasso,1.0579217374324799,0.0077409446239471436,-2183.9228788316695,,,,,,,,,,,{},1,-5018.875760490942,-1475.8517530257025,-1632.0024769143758,-1658.812280314988,-1501.0720814955996,-2090.3525202081496,-1562.8330042510017,-2531.5831539525975,0.3381289594649066,0.005108738484363814,1123.6292067334018
0,Ridge,0.12272238731384277,0.008757740259170532,-2191.697896259262,,,,,,,,,,,{},1,-5033.446201169223,-1484.6944954781775,-1639.4143062369885,-1664.001053787628,-1498.0579896607353,-2110.3385384235453,-1569.205944815314,-2534.4246405024846,0.03206620208865835,0.000452150274097011,1126.4758028083972
0,ElasticNet,0.12265187501907349,0.006940096616744995,-2901.6198482552322,,,,,,,,,,,{},1,-3521.3951599061925,-2266.0779645113857,-2265.740655177751,-2453.676953041897,-2498.923274608993,-3335.5507190047488,-3149.2023564882893,-3722.3917033026014,0.03969144630116017,0.00047508848099244247,556.6028853593042
0,llars,1.0078010559082031,0.010654151439666748,-2193.06046822256,,,,,,,,,,,{},1,-5000.352630676917,-1475.8896208308397,-1661.1316871098998,-1668.739457973179,-1492.6212103853152,-2097.4491058727053,-1580.665791316329,-2567.634241615291,0.08024361578319034,0.0008316386992205155,1116.2534153496404
0,ExtraTreesRegressor,24.8182333111763,0.06519311666488647,-1751.268824858788,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-4520.76820106445,-846.7567196464485,-978.7534508394665,-1292.3236255143602,-904.1229457046362,-1633.3521414834843,-1489.2931967028755,-2344.7803179145853,11.750254351398922,0.014032557990061666,1142.81052942405
1,ExtraTreesRegressor,42.18877011537552,0.09733659029006958,-1731.5085910061434,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-4488.0828777823945,-814.2614308876045,-949.6191451418827,-1283.0002759633974,-863.3209422248982,-1651.830366155551,-1456.1372717834804,-2345.8164181099396,17.722075484222543,0.013439471371956616,1143.7797454263753
0,RandomForestRegressor,66.21286097168922,0.057246118783950806,-1825.3242944614149,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-4649.9832019347505,-859.0226952063023,-1019.3690102517995,-1333.0398258545308,-1235.3498801821925,-1661.5974468434276,-1531.2652373171152,-2312.9670581012,33.37366447668077,0.013823933792104238,1145.8341463003212
1,RandomForestRegressor,111.32105618715286,0.08386582136154175,-1804.1489613254532,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-4607.059474483559,-837.9946095798092,-1018.6093170145106,-1329.1976479998664,-1194.7344259287913,-1647.9292529565494,-1517.7468921607622,-2279.9200704797768,51.124077597029476,0.014466191841772847,1136.6941005469814
0,AdaBoostRegressor,24.029200315475464,0.06237572431564331,-2183.3326534072153,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-4632.902625347611,-1178.4606955468187,-1323.288514646214,-1731.711957781965,-1289.6033825947172,-2436.10931238321,-2057.523737540481,-2817.0610014167028,11.219890811421932,0.03702887818964624,1074.3536093666362
1,AdaBoostRegressor,36.36762949824333,0.07812294363975525,-2165.689072546349,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-4695.994647882847,-1152.1595079076449,-1298.8451731768112,-1720.0715387349228,-1272.2491582784548,-2495.469749375847,-1988.0943485502132,-2702.6284564640496,15.106894799990592,0.026433589407741678,1095.8168060002306
0,GradientBoostingRegressor,15.23521500825882,0.01471129059791565,-2111.5585595081902,,,,,,,0.8,16,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 16}",1,-5143.486668926454,-1187.599009390399,-1259.1934734156068,-1618.0853701888336,-1552.4578160129247,-2104.4857279515086,-1728.5447854300949,-2298.6156247497024,8.817220359036867,0.0022858647351708837,1199.5136984740218
1,GradientBoostingRegressor,28.023987859487534,0.013550639152526855,-2139.6160829127075,,,,,,,0.8,32,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 32}",2,-5151.086332524673,-1221.847243894157,-1286.66721443215,-1692.7908244813204,-1552.9496958870598,-2138.937080505595,-1748.526226093567,-2324.1240454831336,13.970772257342576,0.004489440909698206,1192.140913706023
2,GradientBoostingRegressor,15.889592856168747,0.012614130973815918,-2357.384783301912,,,,,,,1.0,16,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 16}",3,-5666.253822652722,-1365.137550152087,-1481.325045206809,-1905.7605117179685,-1750.1882259876713,-2257.264626735869,-1940.995440684531,-2492.1530432776367,8.213360323369946,0.003577412858568492,1297.8283935179045
3,GradientBoostingRegressor,20.93225285410881,0.009821593761444092,-2405.6032422816647,,,,,,,1.0,32,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 32}",4,-5652.007232519437,-1390.1869172513937,-1567.5039316704588,-1953.3576041830147,-1793.439234812374,-2305.0210442908283,-2048.9582744791046,-2534.3516990467074,7.8665730427037195,0.0032681830853657085,1275.0381906715452
0,SVR,50.35761997103691,7.846494376659393,-5029.268565352992,1,,,0.001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",3,-5154.185578357545,-5005.808471895489,-4986.695034302898,-5066.274931460034,-4997.9179273102245,-4990.301820362663,-4980.22148740096,-5052.743271734125,46.64591018251783,5.0278225130969965,55.67153695749649
1,SVR,50.463420540094376,7.829734951257706,-5031.536300482248,1,,,0.0001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",4,-5154.9415081081725,-5007.753981507161,-4989.686104743037,-5070.056679378102,-5001.744520447323,-4992.13733012546,-4982.094328928605,-5053.87595062013,46.69137645357773,5.031874413163848,55.24162830345807
2,SVR,50.8468813598156,6.809875458478928,-5006.170355656276,10,,,0.001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",1,-5146.620423116903,-4986.299611322079,-4957.369503622019,-5028.19444849439,-4959.557129116566,-4973.9736563566585,-4960.360354854049,-5036.987718367548,46.01309943124722,4.2148474631904165,60.4621142812914
3,SVR,43.54352068901062,5.241195052862167,-5029.232271654295,10,,,0.0001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",2,-5154.16943187319,-5005.770000595403,-4986.634299772023,-5066.204251177716,-4997.859912603504,-4990.282004239422,-4980.202319900415,-5052.735953072682,36.10190742668152,2.874156521886999,55.67651445905226
0,MLPRegressor,61.97823923826218,0.01829668879508972,-31857.612783852514,,tanh,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",7,-33549.9030071141,-33224.506505657286,-32760.873478219622,-32748.828909671905,-32589.716972301783,-30334.118404933946,-30369.799533820868,-29283.155459100573,31.643416076110224,0.0016865743911859902,1501.6999184526358
1,MLPRegressor,187.5795995593071,0.059446483850479126,-31743.353467793804,,tanh,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",6,-33511.96966177528,-33166.85148465761,-32683.376062954554,-32642.019847926615,-32463.05704638989,-30187.876976333773,-30204.266614227963,-29087.41004808474,96.16412687932569,0.00306913324912461,1549.4312559721045
2,MLPRegressor,64.80157920718193,0.018898725509643555,-31857.675747706482,,tanh,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",8,-33549.605085602125,-33224.62204341699,-32760.739787676765,-32748.760617337317,-32589.82127488098,-30334.42892107952,-30370.456834853878,-29282.97141680428,33.36113769596337,0.002522203692593967,1501.581017588831
3,MLPRegressor,190.60210725665092,0.05809599161148071,-31743.31203312321,,tanh,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",5,-33511.84684273758,-33166.7556596015,-32683.49580644177,-32641.87410130717,-32463.40999266417,-30187.560887276613,-30204.220147349257,-29087.332827607606,94.65326607954867,0.009331311063105311,1549.4837253378348
4,MLPRegressor,70.27544176578522,0.02038508653640747,-31584.216483689095,,relu,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",4,-33507.2569098296,-33166.558618505245,-32586.872052706676,-32564.30501688702,-32081.7956582703,-29931.282102752088,-30033.540463974496,-28802.121046587334,35.9908847871047,0.0012078020061359297,1631.4185191534275
5,MLPRegressor,166.07467114925385,0.04659163951873779,-20955.295400582938,,relu,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",2,-32091.475327343953,-29495.968226546815,-26385.08569109776,-21273.672924494196,-17135.149747563777,-16324.04493968137,-13734.27425125641,-11202.692096679239,65.93314605928677,0.023750270269857304,7157.51348070919
6,MLPRegressor,68.9557024538517,0.02057170867919922,-31545.149256456476,,relu,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",3,-33524.32575669753,-33118.2872687084,-32547.45099809695,-32426.34828586921,-32207.62500071319,-29899.341221604216,-29842.77695932407,-28795.03856063825,33.78288614028032,0.0024884822211304683,1650.0667339551092
7,MLPRegressor,115.7820934355259,0.031441301107406616,-20792.439678222112,,relu,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",1,-32165.132920115477,-29414.138580839364,-25846.038711978104,-21182.71637524968,-17454.11591910932,-15842.61495242254,-13616.362267889557,-10818.39769817284,33.35558456231772,0.01403205059303186,7210.979418493414
0,KNeighborsRegressor,0.2055826485157013,5.095042556524277,-1814.5349048424716,,,,,,,,,5,,{'model__estimator__n_neighbors': 5},1,-1627.29914519531,-1151.6975962198305,-1360.7209107163906,-1553.914111694995,-1351.2197754901317,-2498.696558694163,-2076.4132784353383,-2896.3178622936134,0.10893710797995283,2.6422524482036587,577.6951611526492
1,KNeighborsRegressor,0.22783565521240234,7.452783167362213,-1972.2092776209404,,,,,,,,,20,,{'model__estimator__n_neighbors': 20},2,-1833.8346810516857,-1325.1194382701135,-1441.1418140903213,-1711.2002029230644,-1395.5094075556815,-2700.0211952977074,-2123.0779144840085,-3247.76956729494,0.13242215571354982,4.545202175050896,642.2752041463639
2,KNeighborsRegressor,0.2643465995788574,9.85773229598999,-2183.7429963416052,,,,,,,,,50,,{'model__estimator__n_neighbors': 50},3,-2102.1913046509158,-1415.9913370318789,-1564.3856212232379,-1953.0952368187973,-1615.2898526345305,-2976.7638861091905,-2323.9975486226226,-3518.2291836416684,0.1639539595242054,5.714636510085881,687.8809006293616
0,LinearRegression,0.6216824054718018,0.00340232253074646,-1684.242778539587,,,,,,,,,,,{},1,-2026.4360456678605,-1497.788203663865,-2294.9593058268233,-903.269223361545,-2334.2268580589102,-1014.8966746012374,-2151.3897381406846,-1250.9761789957681,0.21620486399575978,0.00035186182195217036,548.9997324430203
0,Lasso,0.4763319492340088,0.002764791250228882,-1346.2969481732598,,,,,,,,,,,{},1,-1112.8134734182647,-786.5262094470771,-2303.8621615939674,-901.7306308322478,-1735.965096869005,-928.9465528700089,-1944.3294343890566,-1056.2020259664514,0.0950395262903427,0.00041491265348879663,530.3593944690581
0,Ridge,0.05803483724594116,0.003634154796600342,-1267.5996698700972,,,,,,,,,,,{},1,-1005.0670122859452,-705.1667624687489,-2237.57379014757,-872.0078633626299,-1577.8178806186959,-869.0980984157987,-1831.6402640602807,-1042.4256876011084,0.014210551524241687,0.0004567743259279212,513.1375056852363
0,ElasticNet,0.039352238178253174,0.0034714043140411377,-1982.8197264744927,,,,,,,,,,,{},1,-1400.6978469077985,-1512.8220861592265,-2029.3714742024742,-1676.279442342122,-2007.5035316571223,-2007.1471520317928,-2850.634356504499,-2378.101921990905,0.002694308592957063,0.00024492413617114233,442.4998637914473
0,llars,0.42807695269584656,0.003695935010910034,-1218.4813879433004,,,,,,,,,,,{},1,-954.828370692429,-676.3655624710107,-2128.8686861876668,-821.7858255805198,-1698.1832946007862,-820.9496047455135,-1652.2353624590262,-994.6343968094519,0.027760382338527255,0.00035125614294816685,496.9872115415918
0,ExtraTreesRegressor,3.5384581685066223,0.034432947635650635,-1198.2909372894526,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-1022.4505548650565,-976.4238117201645,-1081.1990870240875,-895.1763486430758,-1472.900977289607,-854.1565777159329,-1916.6976510210077,-1367.3224900366895,1.5434034063432247,0.005834463085998556,339.8994006347765
1,ExtraTreesRegressor,6.107243478298187,0.048053085803985596,-1181.977866430425,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-1005.9487134528894,-968.5752867721334,-1071.1629276299811,-858.6213505394508,-1475.381332453596,-828.2213087072358,-1927.143671949115,-1320.7683399389975,2.3133730496463256,0.013459564704816684,349.8446941127806
0,RandomForestRegressor,6.614200800657272,0.034131258726119995,-1322.5883074461622,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-1174.801409357244,-1030.952060275109,-1095.9381694333345,-1050.9528010955883,-1533.2395042067967,-1109.923634262854,-2238.4983074942115,-1346.4005734441582,3.309610043311029,0.008891978719408188,380.97033076723216
1,RandomForestRegressor,11.385663270950317,0.044045597314834595,-1301.8340407271876,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-1157.9147653290727,-1018.8996838547145,-1097.6427726622358,-1038.1696708383724,-1521.3409487273602,-1087.942111898742,-2218.655810387962,-1274.1065621190407,5.209050528244669,0.007759598419921737,378.6887891634148
0,AdaBoostRegressor,3.812347948551178,0.035312771797180176,-1373.6979875501333,,,,,,,,16,,,{'model__estimator__n_estimators': 16},2,-1205.433645650239,-1087.5255026394923,-1217.3604154315426,-1030.9787413815316,-1589.1321836068716,-1041.0820629396965,-2487.0483075506195,-1331.023041201075,1.5945232220361558,0.007679611656756333,454.2192243635493
1,AdaBoostRegressor,6.202785283327103,0.04985806345939636,-1333.7702305901585,,,,,,,,32,,,{'model__estimator__n_estimators': 32},1,-1166.3424123997295,-1058.63911170419,-1196.5540354629886,-999.7560366998787,-1533.9083765170526,-966.7856090888408,-2492.7776491196146,-1255.3986137289728,2.227716494730016,0.014140371180870965,468.81449812506776
0,GradientBoostingRegressor,2.3431034982204437,0.006831496953964233,-1609.732691222653,,,,,,,0.8,16,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 16}",1,-1354.1044775910643,-1114.0937679668734,-1312.6128217225178,-1437.430236914417,-1765.605459375495,-1565.473599988011,-2571.7840310961415,-1756.7571351267059,1.164838014163616,0.0013719838096670984,418.68637324512684
1,GradientBoostingRegressor,4.332335114479065,0.007004886865615845,-1632.0950940971604,,,,,,,0.8,32,,,"{'model__estimator__learning_rate': 0.8, 'model__estimator__n_estimators': 32}",2,-1378.308807379077,-1116.9377632123776,-1319.773828212222,-1447.677830068029,-1785.533608498087,-1604.850054557188,-2642.4199258677904,-1761.258934982513,1.9437694935636851,0.001566861320885356,436.330449409068
2,GradientBoostingRegressor,2.2763534784317017,0.006159305572509766,-1791.9392665239222,,,,,,,1.0,16,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 16}",3,-1449.551207179853,-1247.4281915313106,-1448.9711096327508,-1530.338035290435,-1951.6471080101564,-1858.8495693686252,-2841.99862374367,-2006.7302874345762,1.0454286065545448,0.0009398594202833778,471.50393349403305
3,GradientBoostingRegressor,3.3694719672203064,0.004936099052429199,-1822.8227029844031,,,,,,,1.0,32,,,"{'model__estimator__learning_rate': 1.0, 'model__estimator__n_estimators': 32}",4,-1497.6917405758377,-1228.469402962647,-1469.106747195446,-1588.8255247176103,-2024.0852174650984,-1878.6430061108692,-2884.579094514869,-2011.1808903328465,1.166625164094203,0.0014698504676493977,480.2686217697861
0,SVR,0.666519433259964,0.10918238759040833,-4251.741683660282,1,,,0.001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",3,-4048.5280249253105,-4007.354958676517,-4276.293581266797,-4453.740065589895,-4406.6349873288555,-4111.3825070098255,-4926.371878444173,-3783.6274660408894,0.5439282173023228,0.05208625049318332,327.9436420457659
1,SVR,0.6754807233810425,0.1084514856338501,-4252.516224884966,1,,,0.0001,,rbf,,,,,"{'model__estimator__C': 1, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",4,-4049.014014924818,-4007.996679774916,-4277.13313338225,-4454.778517278265,-4407.823044871257,-4112.112650964723,-4927.128664005854,-3784.1430938776425,0.544422754779393,0.05050926469720228,328.067769157097
2,SVR,0.6625366806983948,0.10797873139381409,-4244.089162474908,10,,,0.001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.001, 'model__estimator__kernel': 'rbf'}",1,-4043.6571523013295,-4000.926787894641,-4268.4020048188695,-4443.335253599566,-4394.834996308823,-4104.2817171843635,-4919.025434035066,-3778.249953656609,0.5231865487903885,0.04933327448713922,326.80395835308707
3,SVR,0.6263447999954224,0.09874257445335388,-4251.730463817509,10,,,0.0001,,rbf,,,,,"{'model__estimator__C': 10, 'model__estimator__gamma': 0.0001, 'model__estimator__kernel': 'rbf'}",2,-4048.515220270912,-4007.343998878629,-4276.278599447498,-4453.724253515797,-4406.61681657846,-4111.375927508569,-4926.365554995599,-3783.623339344606,0.476737512344328,0.04043447223238101,327.94268665802286
0,MLPRegressor,11.785644501447678,0.005902528762817383,-30092.44670908219,,tanh,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",8,-31485.388258959734,-32340.933648247377,-30091.05764195794,-30285.559863971084,-29672.68375464388,-29215.929135354072,-28409.33565004304,-29238.685719480363,5.261961633051687,0.0003628870971367487,1201.0167024478208
1,MLPRegressor,34.39003646373749,0.033421337604522705,-30061.86859690852,,tanh,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",3,-31467.820906982888,-32322.656250891636,-30063.0636196772,-30256.91077124208,-29644.80496775356,-29177.593918247036,-28371.43684790573,-29190.661492568004,16.37382943090246,0.008083129014677972,1209.2534208774184
2,MLPRegressor,11.639151841402054,0.005967825651168823,-30092.314814585126,,tanh,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",7,-31485.55816158441,-32340.555870554428,-30090.377431149565,-30284.95730438817,-29673.211465798897,-29215.83463455593,-28409.255288858865,-29238.76835979076,5.787481553688462,0.00032322832087150466,1200.9332721166068
3,MLPRegressor,35.654935389757156,0.0293520987033844,-30061.892690853274,,tanh,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'tanh', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",4,-31467.517863861274,-32322.92508482481,-30062.77898757186,-30257.031909969908,-29645.19979526826,-29177.81535093146,-28371.22512114339,-29190.647413255254,16.280135788648078,0.003650357308866929,1209.2756401634394
4,MLPRegressor,13.695763051509857,0.00771293044090271,-30079.358357212117,,relu,5e-05,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",6,-31481.210051748396,-32335.083790176723,-30081.571559001695,-30271.184681435112,-29661.45238275264,-29198.559505756963,-28390.367658757783,-29215.437228067614,6.836065872121584,0.0003993766857884944,1206.2228730828456
5,MLPRegressor,31.100827664136887,0.028346925973892212,-29438.069976995397,,relu,5e-05,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 5e-05, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",2,-31307.639073391998,-32191.119373101912,-29589.153927496838,-29826.25712099044,-29205.66507179358,-28287.333411737607,-27518.089454603465,-27579.302382847352,10.056860147942917,0.013076729224712133,1571.9269250059094
6,MLPRegressor,13.477169901132584,0.009169548749923706,-30072.0119665546,,relu,0.0005,,"(1,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (1,), 'model__estimator__solver': 'adam'}",5,-31479.076844503066,-32336.955084014528,-30076.22721363869,-30270.43391364969,-29657.426540865734,-29188.470314065326,-28384.40284420353,-29183.102977496223,6.20343632174439,0.004194690580138152,1211.3989124680731
7,MLPRegressor,21.478049486875534,0.016037046909332275,-29421.680754196528,,relu,0.0005,,"(50,)",,,,,adam,"{'model__estimator__activation': 'relu', 'model__estimator__alpha': 0.0005, 'model__estimator__hidden_layer_sizes': (50,), 'model__estimator__solver': 'adam'}",1,-31313.49438103683,-32187.01744478091,-29577.386543465054,-29815.414830583857,-29209.1294745561,-28331.885884032497,-27477.892057118905,-27461.225417998077,4.4920237035347075,0.007041885536308915,1591.3770434885748
0,KNeighborsRegressor,0.03139603137969971,0.1491663157939911,-1339.6276833988081,,,,,,,,,5,,{'model__estimator__n_neighbors': 5},1,-1044.5306360479801,-1187.5984519313836,-1538.5214461479688,-989.0680293158048,-1591.2500845254588,-1474.0918642393492,-1722.2896349917453,-1169.6713199907736,0.012055516637284339,0.0840971300736713,257.2342652730982
1,KNeighborsRegressor,0.032458484172821045,0.16699200868606567,-1422.8633109348298,,,,,,,,,20,,{'model__estimator__n_neighbors': 20},2,-1312.5087924163506,-1312.8065715415798,-1679.5410352928327,-1068.8089648892771,-1598.643044368864,-1277.3630522898302,-1911.589958546061,-1221.6450681338413,0.010185977505200216,0.08846565420521413,261.47177119428164
2,KNeighborsRegressor,0.030022114515304565,0.25243160128593445,-1782.0175224406073,,,,,,,,,50,,{'model__estimator__n_neighbors': 50},3,-2861.4914842960857,-1673.9706032168224,-1730.968715115477,-1368.2420939404158,-1642.2266914541203,-1446.1614867373974,-2194.9406117255985,-1338.138493038942,0.010065675621431193,0.14579624122962792,480.96635544897305
0,LinearRegression,1.0840527713298798,0.0071808695793151855,-2344.66883292549,,,,,,,,,,,{},1,-2451.7081336799365,-2173.5494493595156,-2781.849266602018,-1701.603373067761,-1761.7724510852702,-1735.0254165599756,-3223.3132462204994,-2928.529326828942,0.12141279911845061,0.0003040021477031246,555.623696964229
