,index,date,cluster,hour,data_type,capacity_factor
522,138,2012-11-07,26.0,18,onshore,0.6048
523,139,2012-11-07,26.0,19,onshore,0.5979
524,140,2012-11-07,26.0,20,onshore,0.598
525,141,2012-11-07,26.0,21,onshore,0.6033
526,142,2012-11-07,26.0,22,onshore,0.617
527,143,2012-11-07,26.0,23,onshore,0.6334
528,144,2015-08-27,43.0,0,onshore,0.3578
529,145,2015-08-27,43.0,1,onshore,0.3766
530,146,2015-08-27,43.0,2,onshore,0.3845
531,147,2015-08-27,43.0,3,onshore,0.3833
532,148,2015-08-27,43.0,4,onshore,0.3878
533,149,2015-08-27,43.0,5,onshore,0.3839
534,150,2015-08-27,43.0,6,onshore,0.3702
535,151,2015-08-27,43.0,7,onshore,0.3957
536,152,2015-08-27,43.0,8,onshore,0.4363
537,153,2015-08-27,43.0,9,onshore,0.4497
538,154,2015-08-27,43.0,10,onshore,0.4569
539,155,2015-08-27,43.0,11,onshore,0.4633
540,156,2015-08-27,43.0,12,onshore,0.4552
541,157,2015-08-27,43.0,13,onshore,0.4379
542,158,2015-08-27,43.0,14,onshore,0.4163
543,159,2015-08-27,43.0,15,onshore,0.3929
544,160,2015-08-27,43.0,16,onshore,0.3646
545,161,2015-08-27,43.0,17,onshore,0.2883
546,162,2015-08-27,43.0,18,onshore,0.2432
547,163,2015-08-27,43.0,19,onshore,0.2501
548,164,2015-08-27,43.0,20,onshore,0.2657
549,165,2015-08-27,43.0,21,onshore,0.2718
550,166,2015-08-27,43.0,22,onshore,0.2717
551,167,2015-08-27,43.0,23,onshore,0.2705
552,168,2015-11-25,33.0,0,onshore,0.4233
553,169,2015-11-25,33.0,1,onshore,0.4243
554,170,2015-11-25,33.0,2,onshore,0.4286
555,171,2015-11-25,33.0,3,onshore,0.4179
556,172,2015-11-25,33.0,4,onshore,0.4027
557,173,2015-11-25,33.0,5,onshore,0.4001
558,174,2015-11-25,33.0,6,onshore,0.3946
559,175,2015-11-25,33.0,7,onshore,0.3925
560,176,2015-11-25,33.0,8,onshore,0.3864
561,177,2015-11-25,33.0,9,onshore,0.364
562,178,2015-11-25,33.0,10,onshore,0.3339
563,179,2015-11-25,33.0,11,onshore,0.3204
564,180,2015-11-25,33.0,12,onshore,0.3269
565,181,2015-11-25,33.0,13,onshore,0.3202
566,182,2015-11-25,33.0,14,onshore,0.3132
567,183,2015-11-25,33.0,15,onshore,0.308
568,184,2015-11-25,33.0,16,onshore,0.315
569,185,2015-11-25,33.0,17,onshore,0.3102
570,186,2015-11-25,33.0,18,onshore,0.294
571,187,2015-11-25,33.0,19,onshore,0.2868
572,188,2015-11-25,33.0,20,onshore,0.2798
573,189,2015-11-25,33.0,21,onshore,0.2707
574,190,2015-11-25,33.0,22,onshore,0.2668
575,191,2015-11-25,33.0,23,onshore,0.2623
576,0,2008-11-04,53.0,0,solar,0.0
577,1,2008-11-04,53.0,1,solar,0.0
578,2,2008-11-04,53.0,2,solar,0.0
579,3,2008-11-04,53.0,3,solar,0.0
580,4,2008-11-04,53.0,4,solar,0.0
581,5,2008-11-04,53.0,5,solar,0.0
582,6,2008-11-04,53.0,6,solar,0.0
583,7,2008-11-04,53.0,7,solar,0.0011
584,8,2008-11-04,53.0,8,solar,0.026000000000000002
585,9,2008-11-04,53.0,9,solar,0.0708
586,10,2008-11-04,53.0,10,solar,0.1202
587,11,2008-11-04,53.0,11,solar,0.1619
588,12,2008-11-04,53.0,12,solar,0.1813
589,13,2008-11-04,53.0,13,solar,0.1749
590,14,2008-11-04,53.0,14,solar,0.1283
591,15,2008-11-04,53.0,15,solar,0.0606
592,16,2008-11-04,53.0,16,solar,0.0039
593,17,2008-11-04,53.0,17,solar,0.0
594,18,2008-11-04,53.0,18,solar,0.0
595,19,2008-11-04,53.0,19,solar,0.0
596,20,2008-11-04,53.0,20,solar,0.0
597,21,2008-11-04,53.0,21,solar,0.0
598,22,2008-11-04,53.0,22,solar,0.0
599,23,2008-11-04,53.0,23,solar,0.0
600,24,2010-08-12,65.0,0,solar,0.0
601,25,2010-08-12,65.0,1,solar,0.0
602,26,2010-08-12,65.0,2,solar,0.0
603,27,2010-08-12,65.0,3,solar,0.0
604,28,2010-08-12,65.0,4,solar,0.0
605,29,2010-08-12,65.0,5,solar,0.0368
606,30,2010-08-12,65.0,6,solar,0.1186
607,31,2010-08-12,65.0,7,solar,0.2402
608,32,2010-08-12,65.0,8,solar,0.3753
609,33,2010-08-12,65.0,9,solar,0.4819
610,34,2010-08-12,65.0,10,solar,0.5481
611,35,2010-08-12,65.0,11,solar,0.5432
612,36,2010-08-12,65.0,12,solar,0.5147
613,37,2010-08-12,65.0,13,solar,0.4678
614,38,2010-08-12,65.0,14,solar,0.40700000000000003
615,39,2010-08-12,65.0,15,solar,0.3052
616,40,2010-08-12,65.0,16,solar,0.2013
617,41,2010-08-12,65.0,17,solar,0.1189
618,42,2010-08-12,65.0,18,solar,0.0471
619,43,2010-08-12,65.0,19,solar,0.0018
620,44,2010-08-12,65.0,20,solar,0.0
621,45,2010-08-12,65.0,21,solar,0.0
622,46,2010-08-12,65.0,22,solar,0.0
623,47,2010-08-12,65.0,23,solar,0.0
624,48,2011-11-09,32.0,0,solar,0.0
625,49,2011-11-09,32.0,1,solar,0.0
626,50,2011-11-09,32.0,2,solar,0.0
627,51,2011-11-09,32.0,3,solar,0.0
628,52,2011-11-09,32.0,4,solar,0.0
629,53,2011-11-09,32.0,5,solar,0.0
630,54,2011-11-09,32.0,6,solar,0.0
631,55,2011-11-09,32.0,7,solar,0.0001
632,56,2011-11-09,32.0,8,solar,0.0261
633,57,2011-11-09,32.0,9,solar,0.09300000000000001
634,58,2011-11-09,32.0,10,solar,0.1759
635,59,2011-11-09,32.0,11,solar,0.2307
636,60,2011-11-09,32.0,12,solar,0.2345
637,61,2011-11-09,32.0,13,solar,0.1898
638,62,2011-11-09,32.0,14,solar,0.1162
639,63,2011-11-09,32.0,15,solar,0.0442
640,64,2011-11-09,32.0,16,solar,0.0012
641,65,2011-11-09,32.0,17,solar,0.0
642,66,2011-11-09,32.0,18,solar,0.0
643,67,2011-11-09,32.0,19,solar,0.0
644,68,2011-11-09,32.0,20,solar,0.0
645,69,2011-11-09,32.0,21,solar,0.0
646,70,2011-11-09,32.0,22,solar,0.0
647,71,2011-11-09,32.0,23,solar,0.0
648,72,2012-02-18,31.0,0,solar,0.0
649,73,2012-02-18,31.0,1,solar,0.0
650,74,2012-02-18,31.0,2,solar,0.0
651,75,2012-02-18,31.0,3,solar,0.0
652,76,2012-02-18,31.0,4,solar,0.0
653,77,2012-02-18,31.0,5,solar,0.0
654,78,2012-02-18,31.0,6,solar,0.0
655,79,2012-02-18,31.0,7,solar,0.0014
656,80,2012-02-18,31.0,8,solar,0.033
657,81,2012-02-18,31.0,9,solar,0.08199999999999999
658,82,2012-02-18,31.0,10,solar,0.1406
659,83,2012-02-18,31.0,11,solar,0.2143
660,84,2012-02-18,31.0,12,solar,0.2381
661,85,2012-02-18,31.0,13,solar,0.203
662,86,2012-02-18,31.0,14,solar,0.1567
663,87,2012-02-18,31.0,15,solar,0.0959
664,88,2012-02-18,31.0,16,solar,0.0257
665,89,2012-02-18,31.0,17,solar,0.0
666,90,2012-02-18,31.0,18,solar,0.0
667,91,2012-02-18,31.0,19,solar,0.0
668,92,2012-02-18,31.0,20,solar,0.0
669,93,2012-02-18,31.0,21,solar,0.0
670,94,2012-02-18,31.0,22,solar,0.0
671,95,2012-02-18,31.0,23,solar,0.0
672,96,2012-07-26,82.0,0,solar,0.0
673,97,2012-07-26,82.0,1,solar,0.0
674,98,2012-07-26,82.0,2,solar,0.0
675,99,2012-07-26,82.0,3,solar,0.0
676,100,2012-07-26,82.0,4,solar,0.0042
677,101,2012-07-26,82.0,5,solar,0.0592
678,102,2012-07-26,82.0,6,solar,0.1449
679,103,2012-07-26,82.0,7,solar,0.2549
680,104,2012-07-26,82.0,8,solar,0.3674
681,105,2012-07-26,82.0,9,solar,0.4656
682,106,2012-07-26,82.0,10,solar,0.5367
683,107,2012-07-26,82.0,11,solar,0.5719
684,108,2012-07-26,82.0,12,solar,0.5704
685,109,2012-07-26,82.0,13,solar,0.5328
686,110,2012-07-26,82.0,14,solar,0.4585
687,111,2012-07-26,82.0,15,solar,0.3537
688,112,2012-07-26,82.0,16,solar,0.247
689,113,2012-07-26,82.0,17,solar,0.1478
690,114,2012-07-26,82.0,18,solar,0.0644
691,115,2012-07-26,82.0,19,solar,0.0098
692,116,2012-07-26,82.0,20,solar,0.0
693,117,2012-07-26,82.0,21,solar,0.0
694,118,2012-07-26,82.0,22,solar,0.0
695,119,2012-07-26,82.0,23,solar,0.0
696,120,2012-11-07,26.0,0,solar,0.0
697,121,2012-11-07,26.0,1,solar,0.0
698,122,2012-11-07,26.0,2,solar,0.0
699,123,2012-11-07,26.0,3,solar,0.0
700,124,2012-11-07,26.0,4,solar,0.0
701,125,2012-11-07,26.0,5,solar,0.0
702,126,2012-11-07,26.0,6,solar,0.0
703,127,2012-11-07,26.0,7,solar,0.0002
704,128,2012-11-07,26.0,8,solar,0.0225
705,129,2012-11-07,26.0,9,solar,0.0644
706,130,2012-11-07,26.0,10,solar,0.1089
707,131,2012-11-07,26.0,11,solar,0.1526
708,132,2012-11-07,26.0,12,solar,0.1833
709,133,2012-11-07,26.0,13,solar,0.1873
710,134,2012-11-07,26.0,14,solar,0.1555
711,135,2012-11-07,26.0,15,solar,0.0667
712,136,2012-11-07,26.0,16,solar,0.0022
713,137,2012-11-07,26.0,17,solar,0.0
714,138,2012-11-07,26.0,18,solar,0.0
715,139,2012-11-07,26.0,19,solar,0.0
716,140,2012-11-07,26.0,20,solar,0.0
717,141,2012-11-07,26.0,21,solar,0.0
718,142,2012-11-07,26.0,22,solar,0.0
719,143,2012-11-07,26.0,23,solar,0.0
720,144,2015-08-27,43.0,0,solar,0.0
721,145,2015-08-27,43.0,1,solar,0.0
722,146,2015-08-27,43.0,2,solar,0.0
723,147,2015-08-27,43.0,3,solar,0.0
724,148,2015-08-27,43.0,4,solar,0.0
725,149,2015-08-27,43.0,5,solar,0.011000000000000001
726,150,2015-08-27,43.0,6,solar,0.0839
727,151,2015-08-27,43.0,7,solar,0.1885
728,152,2015-08-27,43.0,8,solar,0.3019
729,153,2015-08-27,43.0,9,solar,0.3918
730,154,2015-08-27,43.0,10,solar,0.4666
731,155,2015-08-27,43.0,11,solar,0.5086
732,156,2015-08-27,43.0,12,solar,0.5064
733,157,2015-08-27,43.0,13,solar,0.5004
734,158,2015-08-27,43.0,14,solar,0.4596
735,159,2015-08-27,43.0,15,solar,0.3758
736,160,2015-08-27,43.0,16,solar,0.2665
737,161,2015-08-27,43.0,17,solar,0.1395
738,162,2015-08-27,43.0,18,solar,0.0323
739,163,2015-08-27,43.0,19,solar,0.0
740,164,2015-08-27,43.0,20,solar,0.0
741,165,2015-08-27,43.0,21,solar,0.0
742,166,2015-08-27,43.0,22,solar,0.0
743,167,2015-08-27,43.0,23,solar,0.0
744,168,2015-11-25,33.0,0,solar,0.0
745,169,2015-11-25,33.0,1,solar,0.0
746,170,2015-11-25,33.0,2,solar,0.0
747,171,2015-11-25,33.0,3,solar,0.0
748,172,2015-11-25,33.0,4,solar,0.0
749,173,2015-11-25,33.0,5,solar,0.0
750,174,2015-11-25,33.0,6,solar,0.0
751,175,2015-11-25,33.0,7,solar,0.0
752,176,2015-11-25,33.0,8,solar,0.0143
753,177,2015-11-25,33.0,9,solar,0.081
754,178,2015-11-25,33.0,10,solar,0.1856
755,179,2015-11-25,33.0,11,solar,0.2659
756,180,2015-11-25,33.0,12,solar,0.2977
757,181,2015-11-25,33.0,13,solar,0.2618
758,182,2015-11-25,33.0,14,solar,0.1687
759,183,2015-11-25,33.0,15,solar,0.0565
760,184,2015-11-25,33.0,16,solar,0.0
761,185,2015-11-25,33.0,17,solar,0.0
762,186,2015-11-25,33.0,18,solar,0.0
763,187,2015-11-25,33.0,19,solar,0.0
764,188,2015-11-25,33.0,20,solar,0.0
765,189,2015-11-25,33.0,21,solar,0.0
766,190,2015-11-25,33.0,22,solar,0.0
767,191,2015-11-25,33.0,23,solar,0.0
