,testing_time,training_time,root_mean_squared_error,mean_absolute_error,mean_squared_error,median_absolute_error,estimator
121,25.284566413178254,173.4277802262101,7669.381221178134,4437.803545061782,58824025.090134926,2499.8318817005143,"{""C"": 0.1, ""fit_intercept"": false, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
122,25.4534984037867,173.4378667738832,7669.381221178134,4437.803545061782,58824025.090134926,2499.8318817005143,"{""C"": 0.1, ""fit_intercept"": false, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
123,24.13181391036657,166.64800498173403,6061.651320873483,3624.359929564241,36752796.06068274,2255.905025318928,"{""C"": 0.1, ""fit_intercept"": true, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
124,23.70269541116674,162.62622900977053,6061.651320873483,3624.359929564241,36752796.06068274,2255.905025318928,"{""C"": 0.1, ""fit_intercept"": true, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
125,23.520824143452046,161.08809252675078,2721.552702398076,1924.9737782793493,7442317.899177645,1321.6431775439285,"{""C"": 2, ""fit_intercept"": false, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
126,23.552716178104067,161.6722024146875,2721.552702398076,1924.9737782793493,7442317.899177645,1321.6431775439285,"{""C"": 2, ""fit_intercept"": false, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
127,25.301204136051336,175.73692247003055,2677.805491755491,1905.2467381415363,7205288.733858861,1324.9869753046366,"{""C"": 2, ""fit_intercept"": true, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
128,25.13607012389063,174.4951966256558,2677.805491755491,1905.2467381415363,7205288.733858861,1324.9869753046366,"{""C"": 2, ""fit_intercept"": true, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
129,6.7395265911933775,72.69291682922146,2891.518551621686,2097.738798083789,8374039.228605145,1596.931039352856,"{""hidden_layer_sizes"": 10, ""learning_rate"": ""adaptive"", ""solver"": ""adam""}"
130,4.9719875628507,38.81979578304405,1668.660448798806,1182.9911856108558,2797784.3402556577,841.0524849756739,"{""power"": 0.1}"
131,4.935091380822996,38.85357550806051,2379.740638733,1796.2086677306827,5683578.70904677,1385.4615216173095,{}
132,24.747869150037634,170.29333251722952,7470.811401372969,4344.962566424446,55818065.865079455,2483.9227629441634,"{""C"": 0.1, ""fit_intercept"": false, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
133,24.910948261180845,170.33185538802476,7470.811401372969,4344.962566424446,55818065.865079455,2483.9227629441634,"{""C"": 0.1, ""fit_intercept"": false, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
134,23.85721143279079,164.01253259459068,5911.689170957071,3555.424054028012,34957940.148905456,2238.718128256687,"{""C"": 0.1, ""fit_intercept"": true, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
135,23.185612773540925,160.71363142381597,5911.689170957071,3555.424054028012,34957940.148905456,2238.718128256687,"{""C"": 0.1, ""fit_intercept"": true, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
136,23.049491598303575,159.22438104142324,2721.290746919162,1924.6540786645019,7440955.674411115,1321.2537003582288,"{""C"": 2, ""fit_intercept"": false, ""max_iter"": 1, ""shuffle"": false, ""tol"": 0.001}"
137,23.25148841519088,159.25715916016028,2721.290746919162,1924.6540786645019,7440955.674411115,1321.2537003582288,"{""C"": 2, ""fit_intercept"": false, ""max_iter"": 1000, ""shuffle"": false, ""tol"": 0.001}"
